Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2024-06-08 21:04:28;1717895068.086158;portrait;0.0023315974976867437;-0.004416320007294416;0.004470914602279663;
2024-06-08 21:04:28;1717895068.113824;portrait;0.00884728692471981;0.01095491275191307;0.0014658038271591067;
2024-06-08 21:04:28;1717895068.164091;portrait;0.00569969741627574;-0.0018024274613708258;0.005604356061667204;
2024-06-08 21:04:28;1717895068.2136369;portrait;0.0057652113027870655;-0.0022748722694814205;0.0049348375760018826;
2024-06-08 21:04:28;1717895068.263587;portrait;0.005464806687086821;0.0001704423048067838;0.003742273896932602;
2024-06-08 21:04:28;1717895068.313586;portrait;0.00504029868170619;-0.0018421085551381111;0.00398621940985322;
2024-06-08 21:04:28;1717895068.363478;portrait;0.002763828495517373;-0.003352919826284051;0.005135905928909779;
2024-06-08 21:04:28;1717895068.41346;portrait;0.0019683423452079296;-0.0006615291931666434;0.0051843756809830666;
2024-06-08 21:04:28;1717895068.463646;portrait;0.004038683604449034;-0.0028357338160276413;0.004086620640009642;
2024-06-08 21:04:28;1717895068.513329;portrait;0.006362025626003742;-0.0005608617211692035;0.004408863373100758;
2024-06-08 21:04:28;1717895068.564717;portrait;0.005107942968606949;-0.0004522047529462725;0.00367116741836071;
2024-06-08 21:04:28;1717895068.613661;portrait;0.00012863067968282849;-0.007996940053999424;0.0016018913593143225;
2024-06-08 21:04:28;1717895068.664236;portrait;-0.004531634971499443;-0.014568289741873741;-0.0035894084721803665;
2024-06-08 21:04:28;1717895068.713594;portrait;-0.03779691457748413;-0.04723941907286644;-0.00430047232657671;
2024-06-08 21:04:28;1717895068.763272;portrait;-0.03755509853363037;-0.06309055536985397;-0.012575979344546795;
2024-06-08 21:04:28;1717895068.81842;portrait;0.01079991739243269;-0.28064364194869995;-0.050030943006277084;
2024-06-08 21:04:28;1717895068.867526;portrait;-0.01757633127272129;-0.9058942198753357;0.006225937977433205;
2024-06-08 21:04:28;1717895068.918098;portrait;0.603786826133728;-0.7320941686630249;0.348223477602005;
2024-06-08 21:04:28;1717895068.966663;portrait;1.8095612525939941;-0.8661284446716309;0.6496829390525818;
2024-06-08 21:04:28;1717895069.0164142;portrait;1.4566543102264404;-2.329057455062866;0.8299847841262817;
2024-06-08 21:04:28;1717895069.066558;portrait;0.7360167503356934;-3.66428542137146;1.1105413436889648;
2024-06-08 21:04:28;1717895069.115967;portrait;1.0510655641555786;-3.747345447540283;1.5747668743133545;
2024-06-08 21:04:28;1717895069.1657228;portrait;1.7178502082824707;-3.129363775253296;1.7252410650253296;
2024-06-08 21:04:28;1717895069.215907;portrait;2.0946757793426514;-2.3533108234405518;1.6296969652175903;
2024-06-08 21:04:28;1717895069.265575;portrait;2.337164878845215;-0.7518729567527771;1.325791597366333;
2024-06-08 21:04:28;1717895069.3164148;portrait;1.4577277898788452;1.0207566022872925;2.105440616607666;
2024-06-08 21:04:28;1717895069.365802;portrait;0.5527113676071167;2.275721311569214;1.976579189300537;
2024-06-08 21:04:28;1717895069.415437;portrait;-0.6338003873825073;2.557525873184204;2.0697314739227295;
2024-06-08 21:04:28;1717895069.465956;portrait;-0.8164980411529541;3.1365554332733154;2.6061806678771973;
2024-06-08 21:04:28;1717895069.516158;portrait;-0.17019596695899963;2.738149642944336;2.3206167221069336;
2024-06-08 21:04:28;1717895069.564838;portrait;0.3391612768173218;1.4375863075256348;0.8973129987716675;
