Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-06-08 20:04:08;1717891448.847579;portrait;0.016571044921875;0.01080322265625;-0.9937591552734375;
2024-06-08 20:04:08;1717891448.855983;portrait;0.0140228271484375;0.0239105224609375;-0.9918975830078125;
2024-06-08 20:04:08;1717891448.862056;portrait;0.048583984375;-0.0348968505859375;-1.03521728515625;
2024-06-08 20:04:08;1717891448.875684;portrait;0.0032501220703125;-0.0139312744140625;-0.96600341796875;
2024-06-08 20:04:08;1717891448.904964;portrait;0.0052032470703125;-0.034759521484375;-0.999176025390625;
2024-06-08 20:04:08;1717891448.954993;portrait;-0.0019378662109375;-0.01416015625;-0.990966796875;
2024-06-08 20:04:08;1717891449.0051079;portrait;-0.0667724609375;0.0492706298828125;-0.960052490234375;
2024-06-08 20:04:08;1717891449.055121;portrait;0.0093994140625;0.0535736083984375;-0.9951171875;
2024-06-08 20:04:08;1717891449.105263;portrait;0.0436248779296875;0.0472259521484375;-1.007110595703125;
2024-06-08 20:04:08;1717891449.155295;portrait;0.0167694091796875;0.0441436767578125;-0.99462890625;
2024-06-08 20:04:08;1717891449.205071;portrait;0.0062103271484375;0.039520263671875;-0.990692138671875;
2024-06-08 20:04:08;1717891449.2550712;portrait;0.0237884521484375;-0.013427734375;-0.9992828369140625;
2024-06-08 20:04:08;1717891449.304954;portrait;-0.029693603515625;0.0401763916015625;-0.978546142578125;
2024-06-08 20:04:08;1717891449.3548632;portrait;0.5388946533203125;0.1982421875;-1.0145111083984375;
2024-06-08 20:04:08;1717891449.404688;portrait;-0.0857696533203125;-0.00390625;-1.003387451171875;
2024-06-08 20:04:08;1717891449.4547129;portrait;0.051361083984375;-0.0005950927734375;-0.984222412109375;
2024-06-08 20:04:08;1717891449.504695;portrait;-0.1024017333984375;0.217071533203125;-1.1041107177734375;
2024-06-08 20:04:08;1717891449.554543;portrait;-0.2230987548828125;0.294891357421875;-1.2425079345703125;
2024-06-08 20:04:08;1717891449.604584;portrait;-0.300872802734375;0.0793609619140625;-1.34014892578125;
2024-06-08 20:04:08;1717891449.654553;portrait;-0.2839813232421875;0.2451934814453125;-1.1148834228515625;
2024-06-08 20:04:08;1717891449.7044249;portrait;-0.1258087158203125;0.4438629150390625;-0.976470947265625;
2024-06-08 20:04:08;1717891449.754428;portrait;-0.154632568359375;0.1916656494140625;-0.8644866943359375;
2024-06-08 20:04:08;1717891449.804357;portrait;-0.38916015625;0.1363677978515625;-0.974609375;
2024-06-08 20:04:08;1717891449.854494;portrait;-0.2137451171875;0.254913330078125;-0.9695892333984375;
2024-06-08 20:04:08;1717891449.904337;portrait;-0.1440582275390625;0.2971343994140625;-0.93951416015625;
2024-06-08 20:04:08;1717891449.954311;portrait;0.0002288818359375;0.091094970703125;-0.941009521484375;
2024-06-08 20:04:08;1717891450.0041761;portrait;0.0453948974609375;0.1607666015625;-0.9179534912109375;
2024-06-08 20:04:08;1717891450.054161;portrait;-0.3032684326171875;0.3364715576171875;-1.1606292724609375;
2024-06-08 20:04:08;1717891450.104169;portrait;-0.42608642578125;-0.006500244140625;-1.0989532470703125;
2024-06-08 20:04:08;1717891450.154031;portrait;-0.216064453125;0.145904541015625;-1.0194549560546875;
2024-06-08 20:04:08;1717891450.2041779;portrait;-0.5013275146484375;0.0965423583984375;-0.7376251220703125;
2024-06-08 20:04:08;1717891450.254015;portrait;-0.2840118408203125;0.0850677490234375;-0.7734375;
2024-06-08 20:04:08;1717891450.30399;portrait;-0.50823974609375;0.102325439453125;-0.664642333984375;
2024-06-08 20:04:08;1717891450.354109;portrait;-0.453948974609375;0.106964111328125;-0.8404083251953125;
2024-06-08 20:04:08;1717891450.403925;portrait;-0.553497314453125;-0.074127197265625;-0.9207305908203125;
2024-06-08 20:04:08;1717891450.454023;portrait;-0.412750244140625;0.0260162353515625;-1.0190582275390625;
2024-06-08 20:04:08;1717891450.504051;portrait;-0.458770751953125;0.1022186279296875;-0.9979095458984375;
2024-06-08 20:04:08;1717891450.553788;portrait;-0.2117462158203125;0.0434722900390625;-1.0044097900390625;
2024-06-08 20:04:08;1717891450.603934;portrait;0.1806182861328125;0.0040435791015625;-1.026580810546875;
2024-06-08 20:04:08;1717891450.654049;portrait;0.4955902099609375;0.051177978515625;-1.2913665771484375;
2024-06-08 20:04:08;1717891450.7037401;portrait;0.612945556640625;0.1838531494140625;-1.2416839599609375;
2024-06-08 20:04:08;1717891450.753695;portrait;0.938079833984375;0.18914794921875;-1.179779052734375;
2024-06-08 20:04:08;1717891450.803694;portrait;0.80816650390625;0.2712249755859375;-1.0931243896484375;
2024-06-08 20:04:08;1717891450.853709;portrait;0.71502685546875;0.285614013671875;-0.8523712158203125;
2024-06-08 20:04:08;1717891450.903535;portrait;0.6466522216796875;0.3861541748046875;-0.77978515625;
2024-06-08 20:04:08;1717891450.953556;portrait;0.682861328125;0.380615234375;-0.649017333984375;
2024-06-08 20:04:08;1717891451.003504;portrait;0.6685028076171875;0.3554534912109375;-0.4451751708984375;
2024-06-08 20:04:08;1717891451.053407;portrait;0.594451904296875;0.2534332275390625;-0.2880706787109375;
2024-06-08 20:04:08;1717891451.103454;portrait;0.296234130859375;0.215850830078125;-0.2729339599609375;
