Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-06-08 21:04:28;1717895068.085294;portrait;0.0137939453125;-0.0071258544921875;-0.997772216796875;
2024-06-08 21:04:28;1717895068.1085029;portrait;0.012603759765625;-0.0071868896484375;-0.997222900390625;
2024-06-08 21:04:28;1717895068.158619;portrait;0.010711669921875;-0.006500244140625;-0.99176025390625;
2024-06-08 21:04:28;1717895068.2087622;portrait;0.0111541748046875;-0.0068511962890625;-0.9910888671875;
2024-06-08 21:04:28;1717895068.259646;portrait;0.012237548828125;-0.00732421875;-0.9932403564453125;
2024-06-08 21:04:28;1717895068.3084512;portrait;0.0117950439453125;-0.007080078125;-0.993377685546875;
2024-06-08 21:04:28;1717895068.3583078;portrait;0.0113372802734375;-0.00714111328125;-0.9932708740234375;
2024-06-08 21:04:28;1717895068.408393;portrait;0.011962890625;-0.006927490234375;-0.990966796875;
2024-06-08 21:04:28;1717895068.4585052;portrait;0.0115509033203125;-0.0070953369140625;-0.992340087890625;
2024-06-08 21:04:28;1717895068.5083098;portrait;0.01220703125;-0.00689697265625;-0.9918060302734375;
2024-06-08 21:04:28;1717895068.5582561;portrait;0.01214599609375;-0.0074310302734375;-0.9915771484375;
2024-06-08 21:04:28;1717895068.608191;portrait;0.011932373046875;-0.0082855224609375;-0.9919586181640625;
2024-06-08 21:04:28;1717895068.6585379;portrait;0.0141143798828125;-0.00750732421875;-0.995941162109375;
2024-06-08 21:04:28;1717895068.7082171;portrait;0.012542724609375;-0.0029449462890625;-1.0009307861328125;
2024-06-08 21:04:28;1717895068.758158;portrait;0.0141754150390625;-0.0038909912109375;-0.9983062744140625;
2024-06-08 21:04:28;1717895068.808203;portrait;-0.00634765625;0.0914764404296875;-1.0202484130859375;
2024-06-08 21:04:28;1717895068.8580499;portrait;0.042724609375;0.007049560546875;-1.1287384033203125;
2024-06-08 21:04:28;1717895068.9080582;portrait;-0.051361083984375;-0.0142364501953125;-1.120635986328125;
2024-06-08 21:04:28;1717895068.9579968;portrait;0.0161285400390625;-0.0457000732421875;-1.1495819091796875;
2024-06-08 21:04:28;1717895069.008101;portrait;-0.0158233642578125;-0.1372833251953125;-1.21240234375;
2024-06-08 21:04:28;1717895069.057997;portrait;-0.1199493408203125;-0.1544036865234375;-1.08758544921875;
2024-06-08 21:04:28;1717895069.108391;portrait;-0.3875274658203125;-0.14630126953125;-0.938018798828125;
2024-06-08 21:04:28;1717895069.158073;portrait;-0.4550628662109375;-0.1595916748046875;-0.9004364013671875;
2024-06-08 21:04:28;1717895069.207878;portrait;-0.626220703125;-0.1123046875;-0.82061767578125;
2024-06-08 21:04:28;1717895069.257821;portrait;-0.640533447265625;-0.106109619140625;-0.6387176513671875;
2024-06-08 21:04:28;1717895069.3079119;portrait;-0.615203857421875;-0.240020751953125;-0.703948974609375;
2024-06-08 21:04:28;1717895069.358057;portrait;-0.4150238037109375;-0.1230926513671875;-0.6231689453125;
2024-06-08 21:04:28;1717895069.408008;portrait;-0.3493804931640625;-0.043853759765625;-0.7503662109375;
2024-06-08 21:04:28;1717895069.4581928;portrait;-0.35205078125;0.1348419189453125;-0.6197357177734375;
2024-06-08 21:04:28;1717895069.507823;portrait;-0.2393035888671875;0.2243804931640625;-0.7571868896484375;
2024-06-08 21:04:28;1717895069.5579119;portrait;-0.4349517822265625;0.222198486328125;-1.0123443603515625;
2024-06-08 21:04:28;1717895069.607732;portrait;-0.1772918701171875;0.326934814453125;-0.928314208984375;
2024-06-08 21:04:28;1717895069.657975;portrait;-0.0633392333984375;0.4833221435546875;-0.89404296875;
2024-06-08 21:04:28;1717895069.707849;portrait;-0.115264892578125;0.6073455810546875;-0.954376220703125;
2024-06-08 21:04:28;1717895069.757749;portrait;-0.22735595703125;0.3980560302734375;-1.0374603271484375;
2024-06-08 21:04:28;1717895069.807713;portrait;0.2965240478515625;0.3546600341796875;-0.8896636962890625;
2024-06-08 21:04:28;1717895069.857697;portrait;0.787261962890625;0.6018829345703125;-0.7052764892578125;
2024-06-08 21:04:28;1717895069.9078069;portrait;0.999420166015625;0.6536865234375;-1.25048828125;
2024-06-08 21:04:28;1717895069.957755;portrait;0.911346435546875;0.3565673828125;-1.0122222900390625;
2024-06-08 21:04:28;1717895070.007724;portrait;0.970733642578125;-0.0592803955078125;-0.763946533203125;
2024-06-08 21:04:28;1717895070.057514;portrait;1.1995849609375;-0.4756317138671875;-0.447235107421875;
2024-06-08 21:04:28;1717895070.1074781;portrait;1.3169708251953125;-0.67791748046875;-0.3541107177734375;
2024-06-08 21:04:28;1717895070.157459;portrait;0.9997406005859375;-0.81268310546875;0.0383453369140625;
2024-06-08 21:04:28;1717895070.2074199;portrait;0.670989990234375;-1.0064239501953125;0.3297882080078125;
2024-06-08 21:04:28;1717895070.257894;portrait;0.4080657958984375;-0.8715362548828125;0.7305908203125;
2024-06-08 21:04:28;1717895070.307598;portrait;0.3367462158203125;-0.606658935546875;0.5207977294921875;
2024-06-08 21:04:28;1717895070.35752;portrait;0.123321533203125;-0.29656982421875;0.4983367919921875;
2024-06-08 21:04:28;1717895070.4073;portrait;-0.008941650390625;-0.0737152099609375;0.5978546142578125;
2024-06-08 21:04:28;1717895070.4572558;portrait;-0.0591888427734375;0.121307373046875;0.5090789794921875;
